,index,TotalByYearUSD,Group
7426,12885,65336,Group3
7441,12911,79532,Group3
7444,12921,56846,Group3
7453,12938,54042,Group3
7456,12942,88061,Group3
7458,12944,77310,Group3
7460,12946,89888,Group3
7462,12948,56846,Group3
7466,12955,68215,Group3
7467,12956,69920,Group3
7469,12958,73899,Group3
7470,12959,60256,Group3
7471,12960,56846,Group3
7473,12963,53207,Group3
7476,12970,76731,Group3
7477,12971,87933,Group3
7480,12977,53890,Group3
7482,12982,87750,Group3
7484,12985,54572,Group3
7485,12986,78000,Group3
7486,12987,55581,Group3
7487,12988,61393,Group3
7490,12993,54795,Group3
7492,12995,81858,Group3
7495,13000,54572,Group3
7496,13001,51161,Group3
7504,13014,61962,Group3
7505,13016,68215,Group3
7508,13025,79584,Group3
7510,13031,81858,Group3
7512,13034,71625,Group3
7515,13041,61393,Group3
7517,13043,74354,Group3
7519,13045,61393,Group3
7521,13051,79964,Group3
7523,13055,75673,Group3
7526,13059,54112,Group3
7530,13066,86160,Group3
7540,13079,77765,Group3
7541,13082,82800,Group3
7542,13083,54347,Group3
7546,13090,51805,Group3
7547,13092,59257,Group3
7551,13097,71057,Group3
7553,13100,68055,Group3
7555,13103,81858,Group3
7556,13106,65578,Group3
7557,13107,50024,Group3
7559,13109,54572,Group3
7564,13115,77269,Group3
7565,13116,96586,Group3
7568,13122,98911,Group3
7571,13125,66694,Group3
7576,13137,57300,Group3
7578,13139,56818,Group3
7579,13140,65786,Group3
7581,13143,76173,Group3
7583,13145,66277,Group3
7596,13169,51161,Group3
7598,13174,70489,Group3
7602,13179,55936,Group3
7607,13186,53154,Group3
7610,13189,54572,Group3
7611,13193,62530,Group3
7612,13195,51843,Group3
7616,13201,54112,Group3
7620,13205,73899,Group3
7623,13208,69189,Group3
7625,13211,84118,Group3
7630,13221,51843,Group3
7632,13224,64693,Group3
7633,13225,62758,Group3
7641,13237,71625,Group3
7643,13240,97774,Group3
7647,13245,95750,Group3
7648,13247,50561,Group3
7649,13248,71550,Group3
7652,13254,85268,Group3
7654,13256,85000,Group3
7658,13263,68215,Group3
7660,13266,92534,Group3
7663,13272,76400,Group3
7665,13275,75036,Group3
7667,13279,73052,Group3
7668,13283,73899,Group3
7669,13286,51161,Group3
7670,13288,97402,Group3
7675,13298,75036,Group3
7677,13301,78000,Group3
7681,13308,90638,Group3
7685,13318,79584,Group3
7686,13319,50024,Group3
7687,13321,58215,Group3
7690,13325,60876,Group3
7692,13327,70943,Group3
7696,13334,63667,Group3
7700,13343,64804,Group3
7701,13345,74522,Group3
7702,13346,51161,Group3
7703,13349,68215,Group3
7709,13357,56846,Group3
7711,13362,68215,Group3
7712,13364,79584,Group3
7715,13369,60058,Group3
7721,13380,62377,Group3
7722,13381,52000,Group3
7724,13384,96637,Group3
7726,13389,69352,Group3
7727,13390,65486,Group3
7734,13404,87167,Group3
7735,13405,61393,Group3
7736,13406,93839,Group3
7738,13408,75556,Group3
7739,13410,51161,Group3
7746,13421,68055,Group3
7748,13423,65941,Group3
7750,13425,95000,Group3
7754,13429,75036,Group3
7755,13432,84834,Group3
7759,13437,55465,Group3
7761,13442,61739,Group3
7762,13443,75036,Group3
7766,13448,75877,Group3
7772,13460,50009,Group3
7775,13463,68215,Group3
7778,13469,68215,Group3
7779,13470,54572,Group3
7781,13475,87241,Group3
7788,13487,54844,Group3
7792,13498,63667,Group3
7793,13499,87904,Group3
7803,13510,81169,Group3
7806,13516,87933,Group3
7807,13518,53946,Group3
7810,13521,56477,Group3
7814,13529,95501,Group3
7823,13544,73899,Group3
7829,13555,54572,Group3
7832,13559,86725,Group3
7835,13565,85155,Group3
7836,13566,83934,Group3
7843,13576,70346,Group3
7846,13581,51161,Group3
7850,13586,57300,Group3
7860,13600,89478,Group3
7861,13601,52266,Group3
7863,13606,57300,Group3
7864,13607,93951,Group3
7867,13617,81582,Group3
7871,13623,86227,Group3
7874,13626,56818,Group3
7876,13631,96049,Group3
7878,13633,64456,Group3
7883,13643,79584,Group3
7889,13653,96637,Group3
7891,13655,68055,Group3
7892,13656,59119,Group3
7898,13666,55112,Group3
7900,13668,61393,Group3
7904,13674,51161,Group3
7905,13675,51161,Group3
7906,13677,64693,Group3
7912,13689,54572,Group3
7913,13691,89285,Group3
7915,13696,83706,Group3
7917,13698,74354,Group3
7918,13702,57300,Group3
7924,13709,66850,Group3
7929,13715,98911,Group3
7930,13716,79584,Group3
7935,13723,56712,Group3
7937,13728,74404,Group3
7940,13732,70254,Group3
7941,13734,51407,Group3
7942,13736,70138,Group3
7950,13759,56509,Group3
7954,13767,55441,Group3
7957,13771,65166,Group3
7958,13774,85268,Group3
7960,13776,68215,Group3
7961,13777,51161,Group3
7968,13787,51161,Group3
7978,13803,68215,Group3
7979,13804,94364,Group3
7980,13806,57097,Group3
7983,13817,62530,Group3
7987,13821,83951,Group3
7989,13823,71380,Group3
7990,13825,72905,Group3
7992,13827,54572,Group3
7995,13830,63518,Group3
7997,13833,53022,Group3
8000,13836,75036,Group3
8002,13838,81169,Group3
8007,13845,57982,Group3
8008,13846,94697,Group3
8011,13853,63560,Group3
8013,13859,68215,Group3
8017,13863,62457,Group3
8019,13867,90953,Group3
8020,13868,69755,Group3
8022,13870,56846,Group3
8024,13876,90638,Group3
8025,13877,79584,Group3
8029,13885,90953,Group3
8033,13890,54112,Group3
8034,13892,60256,Group3
8037,13896,92722,Group3
8038,13897,52800,Group3
8041,13903,85268,Group3
8042,13905,89691,Group3
8044,13907,67108,Group3
8048,13912,81858,Group3
8051,13920,79584,Group3
8053,13922,65754,Group3
8055,13925,94697,Group3
8060,13933,81858,Group3
8063,13936,62229,Group3
8065,13939,68993,Group3
8066,13940,69007,Group3
8072,13951,64935,Group3
8073,13952,91731,Group3
8077,13958,54003,Group3
8078,13959,59553,Group3
8079,13960,53346,Group3
8080,13961,60757,Group3
8083,13966,52298,Group3
8092,13983,82240,Group3
8096,13990,53435,Group3
8097,13993,66144,Group3
8102,14002,54572,Group3
8103,14003,81858,Group3
8104,14005,81858,Group3
8107,14012,68215,Group3
8109,14014,87933,Group3
8116,14024,71497,Group3
8118,14026,82266,Group3
8120,14028,62384,Group3
8121,14032,56846,Group3
8124,14038,94697,Group3
8126,14041,70346,Group3
8131,14052,68215,Group3
8144,14081,57300,Group3
8145,14083,60542,Group3
8147,14085,77269,Group3
8150,14090,90953,Group3
8152,14095,50054,Group3
8160,14107,68215,Group3
8164,14111,58665,Group3
8166,14114,62758,Group3
8167,14121,68215,Group3
8168,14124,68055,Group3
8175,14136,59119,Group3
8181,14148,55213,Group3
8183,14152,55112,Group3
8185,14155,62530,Group3
8189,14164,57494,Group3
8192,14169,54112,Group3
8195,14175,75264,Group3
8201,14181,62530,Group3
8202,14183,68215,Group3
8207,14196,73899,Group3
8212,14204,85268,Group3
8213,14206,90740,Group3
8219,14218,95173,Group3
8221,14224,69352,Group3
8222,14225,50795,Group3
8226,14230,82266,Group3
8230,14237,64000,Group3
8231,14238,79584,Group3
8235,14245,62530,Group3
8236,14246,77310,Group3
8238,14248,88679,Group3
8239,14249,51161,Group3
8241,14254,92080,Group3
8248,14264,57166,Group3
8254,14274,56142,Group3
8255,14275,88369,Group3
8256,14276,54572,Group3
8257,14277,67078,Group3
8266,14299,60256,Group3
8267,14302,62530,Group3
8270,14307,62530,Group3
8271,14308,57300,Group3
8273,14312,68215,Group3
8274,14314,75036,Group3
8276,14317,61393,Group3
8280,14321,92090,Group3
8283,14325,62229,Group3
8289,14337,51161,Group3
8290,14340,73899,Group3
8299,14354,61393,Group3
8300,14357,59000,Group3
8306,14365,66000,Group3
8307,14366,70489,Group3
8313,14374,75036,Group3
8315,14377,53022,Group3
8324,14391,88679,Group3
8334,14403,56846,Group3
8336,14406,62954,Group3
8337,14409,68215,Group3
8338,14410,67078,Group3
8339,14411,67727,Group3
8343,14415,54572,Group3
8347,14420,59200,Group3
8349,14424,51729,Group3
8353,14429,58111,Group3
8359,14441,65941,Group3
8362,14444,51729,Group3
8365,14448,96637,Group3
8371,14459,89285,Group3
8375,14466,58802,Group3
8376,14467,53977,Group3
8378,14471,90953,Group3
8380,14475,61708,Group3
8381,14476,57494,Group3
8386,14482,87933,Group3
8387,14483,73899,Group3
8388,14487,68215,Group3
8389,14488,54112,Group3
8391,14491,59119,Group3
8392,14492,96000,Group3
8396,14498,73899,Group3
8398,14500,81289,Group3
8403,14516,56846,Group3
8408,14522,69352,Group3
8412,14527,68215,Group3
8415,14531,93356,Group3
8418,14542,75036,Group3
8419,14545,62530,Group3
8427,14560,70489,Group3
8429,14563,71550,Group3
8431,14565,58111,Group3
8433,14568,74404,Group3
8436,14576,56846,Group3
8445,14592,73899,Group3
8446,14593,54112,Group3
8448,14595,57300,Group3
8449,14598,54572,Group3
8452,14602,94697,Group3
8457,14608,53435,Group3
8459,14610,96637,Group3
8463,14615,61824,Group3
8464,14616,75036,Group3
8465,14618,77328,Group3
8467,14620,96586,Group3
8476,14643,79532,Group3
8477,14644,77310,Group3
8478,14645,82521,Group3
8482,14650,55266,Group3
8483,14651,90953,Group3
8484,14652,81858,Group3
8487,14659,54112,Group3
8488,14661,60029,Group3
8490,14666,73899,Group3
8492,14669,79397,Group3
8493,14671,68215,Group3
8495,14674,78000,Group3
8496,14675,64211,Group3
8498,14677,74354,Group3
8500,14679,92109,Group3
8503,14683,56846,Group3
8505,14687,96586,Group3
8506,14688,85268,Group3
8509,14694,64800,Group3
8510,14697,72905,Group3
8513,14703,85268,Group3
8515,14707,62530,Group3
8516,14710,93691,Group3
8519,14720,68215,Group3
8527,14733,61393,Group3
8529,14738,92000,Group3
8530,14739,54572,Group3
8531,14740,82426,Group3
8533,14744,54572,Group3
8539,14752,92109,Group3
8541,14754,83119,Group3
8544,14762,89285,Group3
8545,14764,79532,Group3
8553,14778,63518,Group3
8554,14779,79903,Group3
8559,14784,64804,Group3
8560,14785,59119,Group3
8563,14788,50847,Group3
8564,14789,76173,Group3
8570,14800,76173,Group3
8577,14810,62530,Group3
8580,14813,51161,Group3
8583,14816,68928,Group3
8585,14819,58456,Group3
8588,14827,85068,Group3
8589,14828,57951,Group3
8592,14831,90953,Group3
8598,14844,57982,Group3
8599,14845,72308,Group3
8603,14851,75036,Group3
8604,14852,62530,Group3
8611,14869,95501,Group3
8612,14871,85268,Group3
8613,14873,68215,Group3
8623,14886,74218,Group3
8624,14887,79584,Group3
8628,14891,61393,Group3
8629,14894,64935,Group3
8631,14896,61393,Group3
8633,14898,62530,Group3
8637,14903,54112,Group3
8640,14910,68215,Group3
8641,14911,54112,Group3
8642,14914,61093,Group3
8643,14917,98229,Group3
8651,14927,68215,Group3
8652,14929,54112,Group3
8664,14946,60029,Group3
8665,14948,64935,Group3
8667,14952,69352,Group3
8668,14953,54572,Group3
8670,14957,61393,Group3
8674,14962,64935,Group3
8681,14975,66135,Group3
8683,14978,76173,Group3
8690,14989,59649,Group3
8691,14991,79584,Group3
8692,14995,73899,Group3
8700,15005,50392,Group3
8702,15009,66277,Group3
8709,15020,86400,Group3
8711,15026,85268,Group3
8712,15028,51161,Group3
8713,15029,67881,Group3
8715,15032,64935,Group3
8719,15040,56998,Group3
8721,15042,93227,Group3
8733,15061,73899,Group3
8735,15066,50479,Group3
8738,15069,59524,Group3
8742,15080,90270,Group3
8744,15082,60876,Group3
8747,15089,98911,Group3
8751,15101,58937,Group3
8754,15105,61739,Group3
8756,15107,68182,Group3
8760,15114,64652,Group3
8762,15116,62530,Group3
8766,15124,62229,Group3
8769,15129,68215,Group3
8777,15138,79532,Group3
8781,15143,68215,Group3
8782,15145,56054,Group3
8789,15160,73899,Group3
8794,15166,51161,Group3
8796,15168,73899,Group3
8797,15169,71057,Group3
8800,15173,72800,Group3
8806,15183,83563,Group3
8808,15187,68215,Group3
8809,15188,87933,Group3
8810,15189,90638,Group3
8811,15191,81169,Group3
8818,15202,94364,Group3
8820,15205,70460,Group3
8823,15210,64951,Group3
8824,15211,73899,Group3
8830,15223,54572,Group3
8832,15227,56846,Group3
8833,15231,62530,Group3
8836,15235,80723,Group3
8837,15237,71297,Group3
8839,15240,75225,Group3
8842,15246,59649,Group3
8843,15247,62530,Group3
8845,15249,76442,Group3
8847,15251,82767,Group3
8851,15256,72308,Group3
8854,15264,83080,Group3
8857,15268,52657,Group3
8858,15272,98679,Group3
8862,15278,87315,Group3
8866,15287,72905,Group3
8868,15290,55387,Group3
8871,15293,96411,Group3
8873,15295,97402,Group3
8879,15304,76173,Group3
8880,15305,53022,Group3
8885,15316,51161,Group3
8888,15319,74404,Group3
8889,15320,54572,Group3
8892,15331,51407,Group3
8900,15343,54112,Group3
8904,15349,62457,Group3
8905,15350,88061,Group3
8909,15357,72372,Group3
8910,15359,73899,Group3
8914,15367,54572,Group3
8915,15369,61393,Group3
8918,15372,74039,Group3
8919,15374,64211,Group3
8925,15388,73384,Group3
8927,15390,65941,Group3
8931,15395,90953,Group3
8936,15403,79584,Group3
8939,15407,64652,Group3
8942,15414,70943,Group3
8943,15417,79903,Group3
8944,15419,61393,Group3
8947,15422,69129,Group3
8950,15429,81858,Group3
8952,15431,52083,Group3
8954,15434,81858,Group3
8955,15436,50024,Group3
8956,15437,79584,Group3
8957,15438,60876,Group3
8960,15444,81439,Group3
8964,15451,68215,Group3
8965,15452,55465,Group3
8967,15455,68332,Group3
8970,15459,60006,Group3
8971,15460,50370,Group3
8976,15467,71625,Group3
8977,15468,52851,Group3
8979,15471,90043,Group3
8981,15477,62530,Group3
8986,15491,55673,Group3
8987,15492,66000,Group3
8988,15497,81858,Group3
8989,15501,62384,Group3
8990,15502,62530,Group3
8991,15503,66102,Group3
8992,15506,65614,Group3
8994,15512,65375,Group3
8997,15518,73899,Group3
9002,15527,96000,Group3
9013,15547,81169,Group3
9014,15550,70346,Group3
9015,15551,81169,Group3
9017,15553,68215,Group3
9018,15554,70346,Group3
9023,15564,75036,Group3
9026,15569,79584,Group3
9030,15574,53686,Group3
9032,15578,54572,Group3
9034,15581,62758,Group3
9037,15586,78463,Group3
9039,15590,61393,Group3
9040,15591,94697,Group3
9042,15594,60876,Group3
9043,15595,94697,Group3
9044,15598,62530,Group3
9045,15599,53719,Group3
9051,15606,83619,Group3
9053,15610,70489,Group3
9056,15614,50847,Group3
9058,15623,54000,Group3
9064,15634,79584,Group3
9069,15640,52298,Group3
9070,15641,81858,Group3
9072,15645,56846,Group3
9076,15650,54572,Group3
9082,15658,90953,Group3
9085,15665,50024,Group3
9087,15672,69715,Group3
9089,15674,72905,Group3
9092,15677,92179,Group3
9097,15684,98905,Group3
9102,15689,95501,Group3
9106,15697,78463,Group3
9108,15699,67640,Group3
9109,15700,56846,Group3
9112,15703,89816,Group3
9117,15714,53686,Group3
9118,15715,50479,Group3
9125,15733,50054,Group3
9128,15736,96865,Group3
9130,15740,85268,Group3
9132,15743,84834,Group3
9133,15745,79584,Group3
9145,15764,60000,Group3
9146,15765,61393,Group3
9149,15773,68215,Group3
9150,15775,61249,Group3
9151,15777,78692,Group3
9152,15778,71625,Group3
9153,15780,63922,Group3
9157,15786,70346,Group3
9160,15790,60710,Group3
9162,15792,56846,Group3
9163,15793,90638,Group3
9168,15801,50138,Group3
9173,15813,68993,Group3
9174,15817,56846,Group3
9175,15822,93206,Group3
9177,15825,68215,Group3
9178,15826,54572,Group3
9184,15836,92109,Group3
9185,15838,85000,Group3
9186,15846,77845,Group3
9190,15852,65941,Group3
9195,15861,62530,Group3
9199,15873,61393,Group3
9204,15880,82240,Group3
9205,15882,92330,Group3
9208,15887,87893,Group3
9209,15888,54572,Group3
9211,15890,53996,Group3
9212,15893,51161,Group3
9217,15902,74404,Group3
9219,15907,73899,Group3
9221,15910,67602,Group3
9222,15911,79397,Group3
9224,15917,81858,Group3
9229,15924,88706,Group3
9230,15925,54572,Group3
9232,15930,71699,Group3
9233,15933,90953,Group3
9237,15937,65213,Group3
9239,15939,72794,Group3
9243,15947,51161,Group3
9244,15948,78447,Group3
9245,15949,68798,Group3
9246,15952,75013,Group3
9252,15967,68133,Group3
9253,15969,73899,Group3
9256,15975,65941,Group3
9258,15978,68215,Group3
9259,15981,66288,Group3
9264,15988,72762,Group3
9266,15991,56846,Group3
9267,15992,96411,Group3
9278,16012,81858,Group3
9280,16016,79584,Group3
9284,16023,66035,Group3
9294,16035,73899,Group3
9295,16037,70346,Group3
9302,16050,54572,Group3
9306,16055,72762,Group3
9310,16063,54347,Group3
9313,16068,86580,Group3
9318,16076,65787,Group3
9321,16081,73899,Group3
9323,16088,87542,Group3
9332,16099,55673,Group3
9337,16107,63667,Group3
9338,16108,56998,Group3
9341,16116,56846,Group3
9344,16123,85068,Group3
9345,16125,75544,Group3
9347,16128,54917,Group3
9350,16131,67640,Group3
9354,16137,90638,Group3
9355,16140,85268,Group3
9356,16143,53369,Group3
9360,16148,56846,Group3
9361,16149,84131,Group3
9362,16151,90155,Group3
9364,16154,78333,Group3
9366,16157,70489,Group3
9367,16158,68215,Group3
9369,16161,79584,Group3
9370,16162,91731,Group3
9377,16170,87933,Group3
9381,16179,64804,Group3
9385,16188,65813,Group3
9392,16195,79397,Group3
9395,16201,92400,Group3
9402,16214,83500,Group3
9404,16216,53890,Group3
9405,16218,54572,Group3
9407,16220,68215,Group3
9421,16247,51388,Group3
9422,16248,75036,Group3
9423,16250,81858,Group3
9424,16252,56386,Group3
9425,16254,86160,Group3
9426,16255,61393,Group3
9431,16265,97234,Group3
9436,16274,54572,Group3
9440,16281,57502,Group3
9442,16285,71297,Group3
9448,16293,59483,Group3
9451,16296,52222,Group3
9455,16304,65941,Group3
9456,16307,75000,Group3
9458,16312,82557,Group3
9459,16313,100000,Group3
9461,16316,75377,Group3
9464,16320,75168,Group3
9465,16323,63582,Group3
9466,16324,59824,Group3
9469,16327,68215,Group3
9471,16329,65792,Group3
9472,16330,58880,Group3
9473,16331,68000,Group3
9475,16333,54572,Group3
9477,16337,53686,Group3
9478,16341,61393,Group3
9480,16348,87750,Group3
9481,16351,56006,Group3
9482,16352,70000,Group3
9484,16355,54572,Group3
9488,16362,60236,Group3
9490,16365,85000,Group3
9495,16371,54112,Group3
9502,16380,90953,Group3
9504,16383,59802,Group3
9506,16386,79584,Group3
9507,16388,58937,Group3
9509,16392,53686,Group3
9510,16393,54572,Group3
9515,16403,80000,Group3
9525,16414,62530,Group3
9527,16416,71625,Group3
9529,16419,67640,Group3
9531,16423,73000,Group3
9532,16424,56846,Group3
9536,16430,90953,Group3
9537,16431,66921,Group3
9540,16434,61393,Group3
9553,16454,54795,Group3
9559,16464,98229,Group3
9560,16466,54572,Group3
9567,16477,61393,Group3
9571,16484,71625,Group3
9574,16490,54572,Group3
9575,16492,90813,Group3
9577,16497,64000,Group3
9580,16504,69397,Group3
9586,16512,67702,Group3
9589,16520,60000,Group3
9590,16521,76400,Group3
9593,16525,57300,Group3
9596,16528,53207,Group3
9599,16531,88679,Group3
9601,16534,60876,Group3
9605,16539,58085,Group3
9607,16541,64804,Group3
9608,16542,83874,Group3
9616,16552,68215,Group3
9618,16554,95400,Group3
9619,16555,77000,Group3
9621,16557,93951,Group3
9623,16559,62758,Group3
9624,16560,54572,Group3
9626,16563,92788,Group3
9631,16571,71212,Group3
9633,16575,53022,Group3
9635,16582,78000,Group3
9639,16589,59119,Group3
9642,16592,60000,Group3
